Grade;first_exam;second_exam;total;exam_year;exam_semester;exam_number;course;degree
3,0;4;2;6;2014;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
3,3;12;6;18;2014;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
3,7;6;3;9;2014;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
4,0;3;4;7;2014;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
5,0;32;25;57;2014;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
1,0;;;1;2014;Sommersemester;333221021;Health Economics;Bachelor
1,3;;;1;2014;Sommersemester;333221021;Health Economics;Bachelor
1,7;;;4;2014;Sommersemester;333221021;Health Economics;Bachelor
2,0;;;2;2014;Sommersemester;333221021;Health Economics;Bachelor
2,3;;;1;2014;Sommersemester;333221021;Health Economics;Bachelor
2,7;;;0;2014;Sommersemester;333221021;Health Economics;Bachelor
3,0;;;1;2014;Sommersemester;333221021;Health Economics;Bachelor
3,3;;;2;2014;Sommersemester;333221021;Health Economics;Bachelor
3,7;;;2;2014;Sommersemester;333221021;Health Economics;Bachelor
4,0;;;1;2014;Sommersemester;333221021;Health Economics;Bachelor
5,0;;;4;2014;Sommersemester;333221021;Health Economics;Bachelor
1,0;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
1,3;;;1;2014;Sommersemester;333221022;Models of Voting;Bachelor
1,7;;;1;2014;Sommersemester;333221022;Models of Voting;Bachelor
2,0;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
2,3;;;1;2014;Sommersemester;333221022;Models of Voting;Bachelor
2,7;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
3,0;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
3,3;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
3,7;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
4,0;;;0;2014;Sommersemester;333221022;Models of Voting;Bachelor
5,0;;;1;2014;Sommersemester;333221022;Models of Voting;Bachelor
1,0;3;0;3;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
1,3;4;0;4;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
1,7;2;0;2;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
2,0;1;0;1;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
2,3;0;0;0;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
2,7;1;0;1;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
3,0;1;0;1;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
3,3;0;0;0;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
3,7;0;0;0;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
4,0;0;0;0;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
5,0;0;0;0;2014;Sommersemester;333221023;Applied Microeconometrics;Bachelor
1,0;4;3;7;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
1,3;2;1;3;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
1,7;3;1;4;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
2,0;6;6;12;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
2,3;2;2;4;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
2,7;2;3;5;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
3,0;0;1;1;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
3,3;1;0;1;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
3,7;0;2;2;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
4,0;2;0;2;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
5,0;8;17;25;2014;Sommersemester;333222003;Advanced Corporate Finance (Fortgeschrittene Unternehmensfinanzierung);Bachelor
1,0;1;1;2;2014;Sommersemester;333222004;Personalökonomik;Bachelor
1,3;2;0;2;2014;Sommersemester;333222004;Personalökonomik;Bachelor
1,7;2;2;4;2014;Sommersemester;333222004;Personalökonomik;Bachelor
2,0;1;3;4;2014;Sommersemester;333222004;Personalökonomik;Bachelor
2,3;6;0;6;2014;Sommersemester;333222004;Personalökonomik;Bachelor
2,7;1;0;1;2014;Sommersemester;333222004;Personalökonomik;Bachelor
3,0;5;3;8;2014;Sommersemester;333222004;Personalökonomik;Bachelor
3,3;3;3;6;2014;Sommersemester;333222004;Personalökonomik;Bachelor
3,7;0;1;1;2014;Sommersemester;333222004;Personalökonomik;Bachelor
4,0;4;4;8;2014;Sommersemester;333222004;Personalökonomik;Bachelor
5,0;11;18;29;2014;Sommersemester;333222004;Personalökonomik;Bachelor
1,0;4;0;4;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,3;3;2;5;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,7;1;1;2;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,0;3;2;5;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,3;2;0;2;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,7;4;3;7;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,0;2;4;6;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,3;1;1;2;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,7;0;1;1;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
4,0;3;3;6;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
5,0;11;16;27;2014;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,0;;;1;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
1,3;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
1,7;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
2,0;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
2,3;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
2,7;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
3,0;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
3,3;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
3,7;;;0;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
4,0;;;2;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
5,0;;;4;2014;Sommersemester;333223007;Analyse wirtschaftlicher Daten mit statistischen Programmpaketen;Bachelor
1,0;;;0;2014;Sommersemester;332221003;Game Theory;Master
1,3;;;4;2014;Sommersemester;332221003;Game Theory;Master
1,7;;;1;2014;Sommersemester;332221003;Game Theory;Master
2,0;;;2;2014;Sommersemester;332221003;Game Theory;Master
2,3;;;2;2014;Sommersemester;332221003;Game Theory;Master
2,7;;;1;2014;Sommersemester;332221003;Game Theory;Master
3,0;;;0;2014;Sommersemester;332221003;Game Theory;Master
3,3;;;2;2014;Sommersemester;332221003;Game Theory;Master
3,7;;;1;2014;Sommersemester;332221003;Game Theory;Master
4,0;;;1;2014;Sommersemester;332221003;Game Theory;Master
5,0;;;4;2014;Sommersemester;332221003;Game Theory;Master
1,0;;;4;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
1,3;;;2;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
1,7;;;2;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
2,0;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
2,3;;;1;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
2,7;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
3,0;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
3,3;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
3,7;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
4,0;;;0;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
5,0;;;1;2014;Sommersemester;332221008;Economics of Contracts and Information;Master
1,0;;;0;2014;Sommersemester;332221009;Decision Theory;Master
1,3;;;2;2014;Sommersemester;332221009;Decision Theory;Master
1,7;;;1;2014;Sommersemester;332221009;Decision Theory;Master
2,0;;;2;2014;Sommersemester;332221009;Decision Theory;Master
2,3;;;1;2014;Sommersemester;332221009;Decision Theory;Master
2,7;;;0;2014;Sommersemester;332221009;Decision Theory;Master
3,0;;;0;2014;Sommersemester;332221009;Decision Theory;Master
3,3;;;1;2014;Sommersemester;332221009;Decision Theory;Master
3,7;;;0;2014;Sommersemester;332221009;Decision Theory;Master
4,0;;;0;2014;Sommersemester;332221009;Decision Theory;Master
5,0;;;3;2014;Sommersemester;332221009;Decision Theory;Master
1,0;;;1;2014;Sommersemester;332221010;Microeconomics II;Master
1,3;;;3;2014;Sommersemester;332221010;Microeconomics II;Master
1,7;;;1;2014;Sommersemester;332221010;Microeconomics II;Master
2,0;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
2,3;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
2,7;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
3,0;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
3,3;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
3,7;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
4,0;;;0;2014;Sommersemester;332221010;Microeconomics II;Master
5,0;;;2;2014;Sommersemester;332221010;Microeconomics II;Master
1,0;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,3;;;1;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,7;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,0;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,3;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,7;;;3;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,0;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,3;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,7;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
4,0;;;0;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
5,0;;;3;2014;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,0;2;1;3;2014;Sommersemester;332222010;International Economics and Finance;Master
1,3;2;1;3;2014;Sommersemester;332222010;International Economics and Finance;Master
1,7;0;2;2;2014;Sommersemester;332222010;International Economics and Finance;Master
2,0;3;0;3;2014;Sommersemester;332222010;International Economics and Finance;Master
2,3;0;0;0;2014;Sommersemester;332222010;International Economics and Finance;Master
2,7;3;0;3;2014;Sommersemester;332222010;International Economics and Finance;Master
3,0;1;0;1;2014;Sommersemester;332222010;International Economics and Finance;Master
3,3;1;1;2;2014;Sommersemester;332222010;International Economics and Finance;Master
3,7;1;1;2;2014;Sommersemester;332222010;International Economics and Finance;Master
4,0;1;0;1;2014;Sommersemester;332222010;International Economics and Finance;Master
5,0;3;2;5;2014;Sommersemester;332222010;International Economics and Finance;Master
1,0;0;4;4;2014;Sommersemester;332222011;Monetary Economics;Master
1,3;2;0;2;2014;Sommersemester;332222011;Monetary Economics;Master
1,7;6;0;6;2014;Sommersemester;332222011;Monetary Economics;Master
2,0;2;1;3;2014;Sommersemester;332222011;Monetary Economics;Master
2,3;5;3;8;2014;Sommersemester;332222011;Monetary Economics;Master
2,7;0;1;1;2014;Sommersemester;332222011;Monetary Economics;Master
3,0;0;0;0;2014;Sommersemester;332222011;Monetary Economics;Master
3,3;0;0;0;2014;Sommersemester;332222011;Monetary Economics;Master
3,7;0;0;0;2014;Sommersemester;332222011;Monetary Economics;Master
4,0;3;2;5;2014;Sommersemester;332222011;Monetary Economics;Master
5,0;3;1;4;2014;Sommersemester;332222011;Monetary Economics;Master
1,0;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
1,3;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
1,7;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
2,0;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
2,3;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
2,7;;;2;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
3,0;;;0;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
3,3;;;0;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
3,7;;;0;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
4,0;;;0;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
5,0;;;1;2014;Sommersemester;332222017;Macroeconomics II: Dynamic Macroeconomics;Master
1,0;;;4;2014;Sommersemester;332223017;Organizations and Incentives;Master
1,3;;;3;2014;Sommersemester;332223017;Organizations and Incentives;Master
1,7;;;0;2014;Sommersemester;332223017;Organizations and Incentives;Master
2,0;;;1;2014;Sommersemester;332223017;Organizations and Incentives;Master
2,3;;;0;2014;Sommersemester;332223017;Organizations and Incentives;Master
2,7;;;1;2014;Sommersemester;332223017;Organizations and Incentives;Master
3,0;;;1;2014;Sommersemester;332223017;Organizations and Incentives;Master
3,3;;;0;2014;Sommersemester;332223017;Organizations and Incentives;Master
3,7;;;0;2014;Sommersemester;332223017;Organizations and Incentives;Master
4,0;;;1;2014;Sommersemester;332223017;Organizations and Incentives;Master
5,0;;;4;2014;Sommersemester;332223017;Organizations and Incentives;Master
1,0;1;4;5;2014;Sommersemester;332223019;Behavioral Economics;Master
1,3;0;1;1;2014;Sommersemester;332223019;Behavioral Economics;Master
1,7;3;1;4;2014;Sommersemester;332223019;Behavioral Economics;Master
2,0;0;0;0;2014;Sommersemester;332223019;Behavioral Economics;Master
2,3;0;0;0;2014;Sommersemester;332223019;Behavioral Economics;Master
2,7;0;0;0;2014;Sommersemester;332223019;Behavioral Economics;Master
3,0;0;0;0;2014;Sommersemester;332223019;Behavioral Economics;Master
3,3;2;1;3;2014;Sommersemester;332223019;Behavioral Economics;Master
3,7;1;0;1;2014;Sommersemester;332223019;Behavioral Economics;Master
4,0;0;1;1;2014;Sommersemester;332223019;Behavioral Economics;Master
5,0;7;4;11;2014;Sommersemester;332223019;Behavioral Economics;Master
1,0;2;1;3;2014;Sommersemester;332223027;Labor Economics;Master
1,3;1;1;2;2014;Sommersemester;332223027;Labor Economics;Master
1,7;1;0;1;2014;Sommersemester;332223027;Labor Economics;Master
2,0;4;0;4;2014;Sommersemester;332223027;Labor Economics;Master
2,3;0;1;1;2014;Sommersemester;332223027;Labor Economics;Master
2,7;1;0;1;2014;Sommersemester;332223027;Labor Economics;Master
3,0;0;1;1;2014;Sommersemester;332223027;Labor Economics;Master
3,3;0;0;0;2014;Sommersemester;332223027;Labor Economics;Master
3,7;0;1;1;2014;Sommersemester;332223027;Labor Economics;Master
4,0;0;1;1;2014;Sommersemester;332223027;Labor Economics;Master
5,0;2;2;4;2014;Sommersemester;332223027;Labor Economics;Master
1,0;2;3;5;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
1,3;0;0;0;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
1,7;2;3;5;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
2,0;2;0;2;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
2,3;0;2;2;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
2,7;1;1;2;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
3,0;2;0;2;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
3,3;1;0;1;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
3,7;1;2;3;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
4,0;2;0;2;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
5,0;4;0;4;2014;Sommersemester;332224021;Financial Economics: Stochastic Financial Markets;Master
1,0;1;1;2;2014;Sommersemester;332224029;Banking and Securitization;Master
1,3;2;0;2;2014;Sommersemester;332224029;Banking and Securitization;Master
1,7;0;1;1;2014;Sommersemester;332224029;Banking and Securitization;Master
2,0;2;0;2;2014;Sommersemester;332224029;Banking and Securitization;Master
2,3;1;2;3;2014;Sommersemester;332224029;Banking and Securitization;Master
2,7;0;0;0;2014;Sommersemester;332224029;Banking and Securitization;Master
3,0;0;0;0;2014;Sommersemester;332224029;Banking and Securitization;Master
3,3;2;1;3;2014;Sommersemester;332224029;Banking and Securitization;Master
3,7;0;0;0;2014;Sommersemester;332224029;Banking and Securitization;Master
4,0;0;0;0;2014;Sommersemester;332224029;Banking and Securitization;Master
5,0;2;0;2;2014;Sommersemester;332224029;Banking and Securitization;Master
1,0;;;2;2014;Sommersemester;332225027;Microeconometrics;Master
1,3;;;5;2014;Sommersemester;332225027;Microeconometrics;Master
1,7;;;6;2014;Sommersemester;332225027;Microeconometrics;Master
2,0;;;3;2014;Sommersemester;332225027;Microeconometrics;Master
2,3;;;5;2014;Sommersemester;332225027;Microeconometrics;Master
2,7;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
3,0;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
3,3;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
3,7;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
4,0;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
5,0;;;0;2014;Sommersemester;332225027;Microeconometrics;Master
1,0;;;4;2014;Sommersemester;332225031;Time Series Econometrics;Master
1,3;;;2;2014;Sommersemester;332225031;Time Series Econometrics;Master
1,7;;;1;2014;Sommersemester;332225031;Time Series Econometrics;Master
2,0;;;3;2014;Sommersemester;332225031;Time Series Econometrics;Master
2,3;;;2;2014;Sommersemester;332225031;Time Series Econometrics;Master
2,7;;;0;2014;Sommersemester;332225031;Time Series Econometrics;Master
3,0;;;0;2014;Sommersemester;332225031;Time Series Econometrics;Master
3,3;;;0;2014;Sommersemester;332225031;Time Series Econometrics;Master
3,7;;;0;2014;Sommersemester;332225031;Time Series Econometrics;Master
4,0;;;2;2014;Sommersemester;332225031;Time Series Econometrics;Master
5,0;;;5;2014;Sommersemester;332225031;Time Series Econometrics;Master
1,0;1;0;1;2014;Sommersemester;332225032;Probability Theory;Master
1,3;2;1;3;2014;Sommersemester;332225032;Probability Theory;Master
1,7;4;0;4;2014;Sommersemester;332225032;Probability Theory;Master
2,0;1;1;2;2014;Sommersemester;332225032;Probability Theory;Master
2,3;0;1;1;2014;Sommersemester;332225032;Probability Theory;Master
2,7;1;0;1;2014;Sommersemester;332225032;Probability Theory;Master
3,0;1;0;1;2014;Sommersemester;332225032;Probability Theory;Master
3,3;1;0;1;2014;Sommersemester;332225032;Probability Theory;Master
3,7;1;0;1;2014;Sommersemester;332225032;Probability Theory;Master
4,0;0;0;0;2014;Sommersemester;332225032;Probability Theory;Master
5,0;1;2;3;2014;Sommersemester;332225032;Probability Theory;Master
1,0;;;1;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,3;;;1;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,7;;;2;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,0;;;3;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,3;;;2;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,7;;;2;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,0;;;0;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,3;;;0;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,7;;;0;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
4,0;;;0;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
5,0;;;2;2014;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,0;4;9;13;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
1,3;9;4;13;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
1,7;4;4;8;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
2,0;4;3;7;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
2,3;15;16;31;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
2,7;18;17;35;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
3,0;17;9;26;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
3,3;25;20;45;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
3,7;16;13;29;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
4,0;16;7;23;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
5,0;19;9;28;2013;Sommersemester;333210002;VWL B / Grundzüge der VWL: Einführung in die Makroökonomik;Bachelor
1,0;18;1;19;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
1,3;6;1;7;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
1,7;9;1;10;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
2,0;15;4;19;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
2,3;14;2;16;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
2,7;19;3;22;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
3,0;13;9;22;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
3,3;21;6;27;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
3,7;19;6;25;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
4,0;19;11;30;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
5,0;80;53;133;2013;Sommersemester;333210004;BWL B / Grundzüge der BWL: Investition und Finanzierung;Bachelor
1,0;5;2;7;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
1,3;11;8;19;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
1,7;5;3;8;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
2,0;6;12;18;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
2,3;9;6;15;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
2,7;3;7;10;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
3,0;8;3;11;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
3,3;10;11;21;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
3,7;12;3;15;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
4,0;10;18;28;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
5,0;49;63;112;2013;Sommersemester;333210006;Grundzüge der Statistik B;Bachelor
1,0;2;0;2;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,3;2;0;2;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,7;2;4;6;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,0;6;2;8;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,3;6;5;11;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,7;4;4;8;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,0;4;6;10;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,3;7;10;17;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,7;7;3;10;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
4,0;8;8;16;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
5,0;56;46;102;2013;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,0;6;1;7;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
1,3;4;3;7;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
1,7;12;4;16;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
2,0;10;4;14;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
2,3;13;5;18;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
2,7;18;2;20;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
3,0;22;5;27;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
3,3;22;7;29;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
3,7;24;2;26;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
4,0;15;7;22;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
5,0;22;17;39;2013;Sommersemester;333210010;Mikroökonomik B;Bachelor
1,0;10;1;11;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
1,3;6;1;7;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
1,7;16;2;18;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
2,0;8;1;9;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
2,3;11;6;17;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
2,7;23;6;29;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
3,0;14;12;26;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
3,3;8;7;15;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
3,7;16;6;22;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
4,0;17;19;36;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
5,0;37;20;57;2013;Sommersemester;333210012;Makroökonomik B;Bachelor
1,0;15;4;19;2013;Sommersemester;333210013;Finanzierung;Bachelor
1,3;8;4;12;2013;Sommersemester;333210013;Finanzierung;Bachelor
1,7;13;7;20;2013;Sommersemester;333210013;Finanzierung;Bachelor
2,0;21;6;27;2013;Sommersemester;333210013;Finanzierung;Bachelor
2,3;12;10;22;2013;Sommersemester;333210013;Finanzierung;Bachelor
2,7;14;13;27;2013;Sommersemester;333210013;Finanzierung;Bachelor
3,0;9;20;29;2013;Sommersemester;333210013;Finanzierung;Bachelor
